start_time,end_time,center_x,center_y,duration,start_time_seconds,end_time_seconds,fixation_id,duration_seconds
32.0,34.041666666666664,0.5545380115509033,0.6545389294624329,2.0416666666666643,32.0,34.041666666666664,0,2.0416666666666643
66.625,69.16666666666667,0.4885152578353882,0.7795538902282715,2.5416666666666714,66.625,69.16666666666667,1,2.5416666666666714
83.16666666666667,85.875,0.4662659764289856,0.3975262641906738,2.7083333333333286,83.16666666666667,85.875,2,2.7083333333333286
125.08333333333331,127.375,0.4808025956153869,0.4537647068500519,2.2916666666666714,125.08333333333331,127.375,3,2.2916666666666856
169.04166666666666,171.41666666666666,0.3848010003566742,0.1895695924758911,2.375,169.04166666666666,171.41666666666666,4,2.375
200.66666666666663,203.33333333333331,0.5300778150558472,0.8882825970649719,2.6666666666666856,200.66666666666663,203.33333333333331,5,2.6666666666666856
232.5,234.70833333333331,0.4994476735591888,0.79436194896698,2.208333333333343,232.5,234.70833333333331,6,2.2083333333333144
235.91666666666663,238.25,0.5161783695220947,0.7367147207260132,2.333333333333343,235.91666666666663,238.25,7,2.3333333333333712
247.33333333333331,251.66666666666663,0.51975417137146,0.779757559299469,4.333333333333314,247.33333333333331,251.66666666666663,8,4.333333333333314
251.75,254.16666666666663,0.4478084146976471,0.7653493285179138,2.416666666666657,251.75,254.16666666666663,9,2.4166666666666288
265.75,268.5,0.5431016683578491,0.8354518413543701,2.75,265.75,268.5,10,2.75
275.9583333333333,278.375,0.449878454208374,0.7158114314079285,2.4166666666666856,275.9583333333333,278.375,11,2.4166666666666856
278.4583333333333,282.5,0.5051884651184082,0.741588294506073,4.041666666666686,278.4583333333333,282.5,12,4.041666666666686
290.8333333333333,296.5,0.5360655784606934,0.8104045987129211,5.666666666666686,290.8333333333333,296.5,13,5.666666666666686
296.9583333333333,299.2916666666667,0.5231366157531738,0.7686100602149963,2.3333333333333712,296.9583333333333,299.2916666666667,14,2.3333333333333712
371.125,374.1666666666667,0.5767844319343567,0.6440343260765076,3.0416666666666856,371.125,374.1666666666667,15,3.0416666666666856
406.7916666666667,409.3333333333333,0.521000325679779,0.7142649292945862,2.5416666666666288,406.7916666666667,409.3333333333333,16,2.5416666666666288
413.9166666666667,416.7083333333333,0.6826376914978027,0.222494825720787,2.7916666666666288,413.9166666666667,416.7083333333333,17,2.7916666666666288
424.4166666666667,426.7083333333333,0.5627325177192688,0.6873668432235718,2.2916666666666288,424.4166666666667,426.7083333333333,18,2.2916666666666288
447.8333333333333,449.875,0.6087135672569275,0.6648107767105103,2.0416666666666856,447.8333333333333,449.875,19,2.0416666666666856
479.4166666666667,481.6666666666667,0.5613371133804321,0.6970851421356201,2.25,479.4166666666667,481.6666666666667,20,2.25
493.4166666666667,497.125,0.5747267603874207,0.8270329236984253,3.7083333333333135,493.4166666666667,497.125,21,3.7083333333333144
509.375,512.5,0.5787023901939392,0.7274271845817566,3.125,509.375,512.5,22,3.125
527.6666666666666,530.8333333333334,0.5448624491691589,0.7613916993141174,3.1666666666667425,527.6666666666666,530.8333333333334,23,3.1666666666667425
558.0416666666666,561.6666666666666,0.6053009033203125,0.7951651215553284,3.625,558.0416666666666,561.6666666666666,24,3.625
630.5416666666666,633.25,0.5707961916923523,0.8724738955497742,2.7083333333333712,630.5416666666666,633.25,25,2.7083333333333712
645.7916666666666,649.25,0.5416280031204224,0.8465933799743652,3.4583333333333712,645.7916666666666,649.25,26,3.4583333333333712
663.3333333333334,667.875,0.5420531630516052,0.7199011445045471,4.541666666666629,663.3333333333334,667.875,27,4.541666666666629
706.625,709.2083333333334,0.5503853559494019,0.7753501534461975,2.5833333333333712,706.625,709.2083333333334,28,2.5833333333333712
709.2916666666666,713.25,0.5719141364097595,0.8096798062324524,3.9583333333333712,709.2916666666666,713.25,29,3.9583333333333712
722.0,724.2083333333334,0.5216935276985168,0.805425763130188,2.2083333333333712,722.0,724.2083333333334,30,2.2083333333333712
725.4583333333334,727.5,0.5532541871070862,0.8640450835227966,2.0416666666666288,725.4583333333334,727.5,31,2.0416666666666288
727.8333333333334,729.875,0.5810596942901611,0.8586591482162476,2.0416666666666288,727.8333333333334,729.875,32,2.0416666666666288
742.2916666666666,744.375,0.514249324798584,0.8166049122810364,2.0833333333333712,742.2916666666666,744.375,33,2.0833333333333712
746.2916666666666,748.3333333333334,0.489312082529068,0.8256499767303467,2.0416666666667425,746.2916666666666,748.3333333333334,34,2.0416666666667425
